original_path,sidecar_path,unique_id,status,timestamp
/media/az/drive64gb/DCIM/100MSDCF/DSC01138.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01138.ARW.json,sha256:c5efd65494ae613851fe1c4d29cd471970404ecac287e3b57681641bcfdacdcc,SUCCESS,2026-03-04T00:14:10.314070
/media/az/drive64gb/DCIM/100MSDCF/DSC01139.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01139.ARW.json,sha256:56ac4629f6e46d13f8e0134e36bfbe7fbff55695921bd8dffc1b79ab232b7e79,SUCCESS,2026-03-04T00:14:10.436121
/media/az/drive64gb/DCIM/100MSDCF/DSC01140.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01140.ARW.json,sha256:1e16ac98313f2d5f817ce300c75eaee1440e645d3869950b684283dd7907cf81,SUCCESS,2026-03-04T00:14:10.555279
/media/az/drive64gb/DCIM/100MSDCF/DSC01141.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01141.ARW.json,sha256:b49d63fa54b2e5b222cc2c2a7084c8afac1dd687935c20620c19fe6866b64deb,SUCCESS,2026-03-04T00:14:10.676495
/media/az/drive64gb/DCIM/100MSDCF/DSC01142.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01142.ARW.json,sha256:2f4f6939fddd1b71d822ff90dc73bb67a34b9b0cb004058950c2119ab9cf0ffe,SUCCESS,2026-03-04T00:14:10.799991
/media/az/drive64gb/DCIM/100MSDCF/DSC01143.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01143.ARW.json,sha256:ba175969d74b921ff2caa072acb63b1c7f549ccd0c87256c39bc8049756d611f,SUCCESS,2026-03-04T00:14:10.921078
/media/az/drive64gb/DCIM/100MSDCF/DSC01144.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01144.ARW.json,sha256:b5ba421c3f28b794896f86e7fa980d0b2eb334e71d4abb40d2a3d3472d5db610,SUCCESS,2026-03-04T00:14:11.040467
/media/az/drive64gb/DCIM/100MSDCF/DSC01145.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01145.ARW.json,sha256:9e8fef4adbe6d47e2103883e0f53662de4805c5314243c047a3a319b24af150b,SUCCESS,2026-03-04T00:14:11.158809
/media/az/drive64gb/DCIM/100MSDCF/DSC01146.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01146.ARW.json,sha256:00ed0b401db001c1c5b210cf0e190f9f980aaa83d00220167ee846f7c95db774,SUCCESS,2026-03-04T00:14:11.276141
/media/az/drive64gb/DCIM/100MSDCF/DSC01147.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01147.ARW.json,sha256:440481505dea4175bc9f64a452018d335180c2d075175e274ee55022f8cf62bc,SUCCESS,2026-03-04T00:14:11.394558
/media/az/drive64gb/DCIM/100MSDCF/DSC01148.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01148.ARW.json,sha256:2bf1df022f26f32b39591c41f42b81efd0c75c5ae2a79ada27be00df75591808,SUCCESS,2026-03-04T00:14:11.512901
/media/az/drive64gb/DCIM/100MSDCF/DSC01149.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01149.ARW.json,sha256:34664780cc9136bc353d84a9af22f9f73e3fc2cc94221b875a607b04b64c83cf,SUCCESS,2026-03-04T00:14:11.630067
/media/az/drive64gb/DCIM/100MSDCF/DSC01150.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01150.ARW.json,sha256:232f16dc6433109205a58ff065cfefcea6785d1ea8d7164d27a814947dc435df,SUCCESS,2026-03-04T00:14:11.749057
/media/az/drive64gb/DCIM/100MSDCF/DSC01151.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01151.ARW.json,sha256:372e087362568afdc66d00f486d7060554aefa38f211812006a3ef6d3d4819bb,SUCCESS,2026-03-04T00:14:11.866267
/media/az/drive64gb/DCIM/100MSDCF/DSC01152.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01152.ARW.json,sha256:9aacaf1fa4d31aaf4082cc3c0bbfe851fdbae34e78a522af813410e07dd6b8ad,SUCCESS,2026-03-04T00:14:11.985769
/media/az/drive64gb/DCIM/100MSDCF/DSC01153.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01153.ARW.json,sha256:6ef5bb670af3b72c874eb0411c7301a666777301ea1ca63067ec08db446ba1ff,SUCCESS,2026-03-04T00:14:12.102851
/media/az/drive64gb/DCIM/100MSDCF/DSC01154.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01154.ARW.json,sha256:eef36a6b269c6b0fb86a2f9450443ee28fa84ba968b6c124a71052607db48364,SUCCESS,2026-03-04T00:14:12.220725
/media/az/drive64gb/DCIM/100MSDCF/DSC01155.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01155.ARW.json,sha256:bf6db8094f6920f44652059cea4fc3a4dff36e83a0e0dccd558ef5eddc794d9a,SUCCESS,2026-03-04T00:14:12.338662
/media/az/drive64gb/DCIM/100MSDCF/DSC01156.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01156.ARW.json,sha256:2e95876febfab73317be581106c655f6337be39cf6795a04569bf3a4fd9125de,SUCCESS,2026-03-04T00:14:12.458702
/media/az/drive64gb/DCIM/100MSDCF/DSC01157.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01157.ARW.json,sha256:cb21317ae43d5c1425a1ca63e25c7713c93bc85ddbbd6f0756de5dde1768aa24,SUCCESS,2026-03-04T00:14:12.577110
/media/az/drive64gb/DCIM/100MSDCF/DSC01158.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01158.ARW.json,sha256:0b37a6636900e48cbd39a7e867d16e2b6b3dcfe8ab4b99f4ffc1ee1e93d8d9b7,SUCCESS,2026-03-04T00:14:12.696597
/media/az/drive64gb/DCIM/100MSDCF/DSC01159.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01159.ARW.json,sha256:ebe2860eaa9035bec40faa3fbe5c0ed905a326d00275660ecb5f9fcf08de5710,SUCCESS,2026-03-04T00:14:12.815589
/media/az/drive64gb/DCIM/100MSDCF/DSC01160.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01160.ARW.json,sha256:d8126e0e86bade21d22e2ba2b21306659703f7cc48c24d5f3e542a02b642a48b,SUCCESS,2026-03-04T00:14:12.933317
/media/az/drive64gb/DCIM/100MSDCF/DSC01161.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01161.ARW.json,sha256:7eceea7967543525ae88f8c16f4533df2df4be3d4b46feb05f8d91cf5c68e1d0,SUCCESS,2026-03-04T00:14:13.052826
/media/az/drive64gb/DCIM/100MSDCF/DSC01162.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01162.ARW.json,sha256:2162abb5fabe51f4735d8c9b3c0f1e912997040433dc0f6b89ceb3fd6b5176e5,SUCCESS,2026-03-04T00:14:13.170617
/media/az/drive64gb/DCIM/100MSDCF/DSC01163.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01163.ARW.json,sha256:3ebf5b1cdc3a2d61e97ad2a267ca17c08da0cb3e3910eaf59f3583af42b38dc9,SUCCESS,2026-03-04T00:14:13.288220
/media/az/drive64gb/DCIM/100MSDCF/DSC01164.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01164.ARW.json,sha256:438c0952df83d8201d2dc877b0f8df081a9e0fbaef30ae845c327f437ee0c77f,SUCCESS,2026-03-04T00:14:13.405420
/media/az/drive64gb/DCIM/100MSDCF/DSC01165.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01165.ARW.json,sha256:ec7f2b3ae3224cbc5a72d43239463ff9acce5c31459134ba7f4e4f2541fb7746,SUCCESS,2026-03-04T00:14:13.523445
/media/az/drive64gb/DCIM/100MSDCF/DSC01166.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01166.ARW.json,sha256:5163602b504fd44d72a083bab17c4c0c756343cee4faf6dabda608c197da95f6,SUCCESS,2026-03-04T00:14:13.640810
/media/az/drive64gb/DCIM/100MSDCF/DSC01167.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01167.ARW.json,sha256:0baaaced5f53e637b833402d01564f941ed324cfce5af079ecba8a1fd683eb06,SUCCESS,2026-03-04T00:14:13.764941
/media/az/drive64gb/DCIM/100MSDCF/DSC01168.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01168.ARW.json,sha256:849313db7761aba83bc9bfb3d75745d50f65fe29941b49c915588df5959833b4,SUCCESS,2026-03-04T00:14:13.883345
/media/az/drive64gb/DCIM/100MSDCF/DSC01169.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01169.ARW.json,sha256:91ccc4608e1cd69baa3ff46afd17dbbf1ed7ccda36371ebabc5c3ab97b343ae3,SUCCESS,2026-03-04T00:14:14.000664
/media/az/drive64gb/DCIM/100MSDCF/DSC01170.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01170.ARW.json,sha256:690e457d56bb70de4daf9324b86efe34c58865214936efbc61db0745922c8ba8,SUCCESS,2026-03-04T00:14:14.119587
/media/az/drive64gb/DCIM/100MSDCF/DSC01171.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01171.ARW.json,sha256:084ae9101be18eaf581db38fd58736c9eb97f69e1910868dac48f81211ac194e,SUCCESS,2026-03-04T00:14:14.237664
/media/az/drive64gb/DCIM/100MSDCF/DSC01172.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01172.ARW.json,sha256:6fb23fb332b55d9a5f57f18b12551fe36178c16a7a1493dbdbf645cc55dba0e3,SUCCESS,2026-03-04T00:14:14.355200
/media/az/drive64gb/DCIM/100MSDCF/DSC01173.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01173.ARW.json,sha256:ed18662d72bd7ee821c0f2d774a352eb08e8d5210a4e542f2a6b648c12cf9843,SUCCESS,2026-03-04T00:14:14.474329
/media/az/drive64gb/DCIM/100MSDCF/DSC01174.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01174.ARW.json,sha256:8fdff037cda3a17b6de2b665ddb9f963207cb56ce82d8b6ca18e3909408fe87f,SUCCESS,2026-03-04T00:14:14.591468
/media/az/drive64gb/DCIM/100MSDCF/DSC01175.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01175.ARW.json,sha256:7c91703e95381e6a042b7314ddd572d51727678df9dbace99835a5aa6e244b46,SUCCESS,2026-03-04T00:14:14.709396
/media/az/drive64gb/DCIM/100MSDCF/DSC01176.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01176.ARW.json,sha256:30701253cf64da8c3478f7ddd8463bf297234c6bdfb370581f538c95becef56c,SUCCESS,2026-03-04T00:14:14.827251
/media/az/drive64gb/DCIM/100MSDCF/DSC01177.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01177.ARW.json,sha256:6f1a907426e94d7bad57b8dd6aa8e324d33e10a8e618380c7b60609ea3c2578b,SUCCESS,2026-03-04T00:14:14.935562
/media/az/drive64gb/DCIM/100MSDCF/DSC01178.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01178.ARW.json,sha256:89b08505e42fdee982b1be0535f585f7fcaae50ee6ab156dea1f8cea049bf6ec,SUCCESS,2026-03-04T00:14:15.047040
/media/az/drive64gb/DCIM/100MSDCF/DSC01179.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01179.ARW.json,sha256:55bc477626ebad6b171d2ad13e5de2012203f0ebdc64bc06ea6f3fee724ba87d,SUCCESS,2026-03-04T00:14:15.155130
/media/az/drive64gb/DCIM/100MSDCF/DSC01180.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01180.ARW.json,sha256:91d453b263575a06cc6e44f62e8ca95e700cd22c6266db96a5dca4faf2291a85,SUCCESS,2026-03-04T00:14:15.274941
/media/az/drive64gb/DCIM/100MSDCF/DSC01181.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01181.ARW.json,sha256:9d33fd9f64655d2f77807f0353a315f249633910a66772bbdad88a6fc5207211,SUCCESS,2026-03-04T00:14:15.393769
/media/az/drive64gb/DCIM/100MSDCF/DSC01182.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01182.ARW.json,sha256:4c2e083a6457a673634852ad2583abc3247dd126424f654dd7fbc11a3b944c1c,SUCCESS,2026-03-04T00:14:15.512932
/media/az/drive64gb/DCIM/100MSDCF/DSC01183.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01183.ARW.json,sha256:e4bdb28b58cb188f0f83bf7c86168368875a712812203a2620f89d23d1968e99,SUCCESS,2026-03-04T00:14:15.632911
/media/az/drive64gb/DCIM/100MSDCF/DSC01184.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01184.ARW.json,sha256:a032cb77870c52918946ca84470c11eb39501df1c27ff1a0926197e731d33660,SUCCESS,2026-03-04T00:14:15.751634
/media/az/drive64gb/DCIM/100MSDCF/DSC01185.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01185.ARW.json,sha256:3d6cb16b3bf0955f95f6a23b12b91b707a9a5f03dc6d3d0b312057875aeb0b72,SUCCESS,2026-03-04T00:14:15.871242
/media/az/drive64gb/DCIM/100MSDCF/DSC01186.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01186.ARW.json,sha256:e38b9310ac9181cf1d1cfb42433e53dca4649b9208575a22d452f210dea779db,SUCCESS,2026-03-04T00:14:15.989161
/media/az/drive64gb/DCIM/100MSDCF/DSC01187.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01187.ARW.json,sha256:4d5bca96acd29ab8f8fc177ea20cd8b87ea7631694d63e16523621b2f9cd8741,SUCCESS,2026-03-04T00:14:16.107616
/media/az/drive64gb/DCIM/100MSDCF/DSC01188.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01188.ARW.json,sha256:30e45de5c0a26525df0e0e5a8a7ac86626b1572809fa9e6b2cbd132ee11ca1c9,SUCCESS,2026-03-04T00:14:16.225352
/media/az/drive64gb/DCIM/100MSDCF/DSC01189.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01189.ARW.json,sha256:1987ffa6eed3b834a4d00bae1e80df99d5d2087d9fb189f03eeb2164df5fff83,SUCCESS,2026-03-04T00:14:16.345799
/media/az/drive64gb/DCIM/100MSDCF/DSC01190.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01190.ARW.json,sha256:a0d908b275435779b87ec1e98eeb39b1547ce32897420210c8eaf312d18bb90d,SUCCESS,2026-03-04T00:14:16.463565
/media/az/drive64gb/DCIM/100MSDCF/DSC01191.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01191.ARW.json,sha256:494cc2416a7b5e686e6576ec851cb35471d1a449ef50c32398e9480cd09b7cd0,SUCCESS,2026-03-04T00:14:16.581834
/media/az/drive64gb/DCIM/100MSDCF/DSC01192.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01192.ARW.json,sha256:56f90187f6a2e95488f3014d6c3e19093d297bce506c33718cda683affb5ee63,SUCCESS,2026-03-04T00:14:16.699709
/media/az/drive64gb/DCIM/100MSDCF/DSC01193.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01193.ARW.json,sha256:d777027205369f42ac6c760f67fca05d292bb5951421233d8ce80e01262b5396,SUCCESS,2026-03-04T00:14:16.819534
/media/az/drive64gb/DCIM/100MSDCF/DSC01194.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01194.ARW.json,sha256:1f4addaed68cb926f8ba0586fff89265df72802fb4a0551848a799b579c9e6d3,SUCCESS,2026-03-04T00:14:16.943442
/media/az/drive64gb/DCIM/100MSDCF/DSC01195.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01195.ARW.json,sha256:37f6a83203adca5f64a7efd3dd03319c209a29aae965282c2fb347b4759fd2fb,SUCCESS,2026-03-04T00:14:17.066645
/media/az/drive64gb/DCIM/100MSDCF/DSC01196.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01196.ARW.json,sha256:43ff46e5691e5a0ee09c5b8760ddd7f3e329b1ac205b523eace383696cfb9897,SUCCESS,2026-03-04T00:14:17.187370
/media/az/drive64gb/DCIM/100MSDCF/DSC01197.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01197.ARW.json,sha256:c513bd09d611c8671e037728c18e975583eb585ba2499196cb7b41edda50c6e0,SUCCESS,2026-03-04T00:14:17.309189
/media/az/drive64gb/DCIM/100MSDCF/DSC01198.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01198.ARW.json,sha256:ea69ffc500bd911782d252e1011031b9c6c94860fea194430f350d0fb4707724,SUCCESS,2026-03-04T00:14:17.427153
/media/az/drive64gb/DCIM/100MSDCF/DSC01199.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01199.ARW.json,sha256:0eab307c9e467772faf891a42c29bf9e340e7ca7764625d08e3d384e33f7c28e,SUCCESS,2026-03-04T00:14:17.546313
/media/az/drive64gb/DCIM/100MSDCF/DSC01200.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01200.ARW.json,sha256:677f1aee1d1156ac90ad03277dcf19a58c3c4dcd87ea20a3da6bf7940c6a93ec,SUCCESS,2026-03-04T00:14:17.664912
/media/az/drive64gb/DCIM/100MSDCF/DSC01201.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01201.ARW.json,sha256:258b993e2fa5bc7952b4f4642beda5998959fb9899e480775a83b6397a56b6c2,SUCCESS,2026-03-04T00:14:17.782875
/media/az/drive64gb/DCIM/100MSDCF/DSC01202.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01202.ARW.json,sha256:3be0f230993bd6347455bd253abaed011a67cef02f226db7a99fecbdab9e9051,SUCCESS,2026-03-04T00:14:17.900888
/media/az/drive64gb/DCIM/100MSDCF/DSC01203.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01203.ARW.json,sha256:7de902c36c87fd720b48ac8e03e8b05a30dc5c767349736259c0c8d94916209f,SUCCESS,2026-03-04T00:14:18.021293
/media/az/drive64gb/DCIM/100MSDCF/DSC01204.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01204.ARW.json,sha256:9f312be0edbb76e7793ed5d889c77efba8f7fbd333a8efdee33b7dd34c0fa2e2,SUCCESS,2026-03-04T00:14:18.140147
/media/az/drive64gb/DCIM/100MSDCF/DSC01205.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01205.ARW.json,sha256:75febba96c98b0cb0c1ac69b3ba6de956d765d98b9a942fdedfd5c15b4cc091b,SUCCESS,2026-03-04T00:14:18.259799
/media/az/drive64gb/DCIM/100MSDCF/DSC01206.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01206.ARW.json,sha256:b1e3747b1a4ac8add8edf127edef0faf8e711e11aaf9ae03dcfae1bf69d05936,SUCCESS,2026-03-04T00:14:18.379041
/media/az/drive64gb/DCIM/100MSDCF/DSC01207.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01207.ARW.json,sha256:df9b11c0336a58803d8b8394449351d66a44c112128b581bf123ced0c169d662,SUCCESS,2026-03-04T00:14:18.497817
/media/az/drive64gb/DCIM/100MSDCF/DSC01208.ARW,/home/az/.openclaw/workspace/AZ_Projects/MediaAuditOrganizer/05_SIDECARS/DCIM/100MSDCF/DSC01208.ARW.json,sha256:2768144b499a2751179ad2be0880feddaf6c4642b50a69c621b6423e25223046,SUCCESS,2026-03-04T00:14:18.618411
